date,EmployeeID,status
10/22/2031,EMP2454,Present
10/23/2031,EMP2455,Absent
10/24/2031,EMP2456,Present
10/25/2031,EMP2457,Present
10/26/2031,EMP2458,Present
10/27/2031,EMP2459,Present
10/28/2031,EMP2460,Present
10/29/2031,EMP2461,Present
10/30/2031,EMP2462,Present
10/31/2031,EMP2463,Present
11/1/2031,EMP2464,Present
11/2/2031,EMP2465,Present
11/3/2031,EMP2466,Present
11/4/2031,EMP2467,Present
11/5/2031,EMP2468,Present
11/6/2031,EMP2469,Present
11/7/2031,EMP2470,Present
11/8/2031,EMP2471,Absent
11/9/2031,EMP2472,Present
11/10/2031,EMP2473,Present
11/11/2031,EMP2474,Present
11/12/2031,EMP2475,Present
11/13/2031,EMP2476,Present
11/14/2031,EMP2477,Absent
11/15/2031,EMP2478,Present
11/16/2031,EMP2479,Present
11/17/2031,EMP2480,Present
11/18/2031,EMP2481,Present
11/19/2031,EMP2482,Present
11/20/2031,EMP2483,Present
11/21/2031,EMP2484,Absent
11/22/2031,EMP2485,Present
11/23/2031,EMP2486,Present
11/24/2031,EMP2487,Absent
11/25/2031,EMP2488,Present
11/26/2031,EMP2489,Absent
11/27/2031,EMP2490,Present
11/28/2031,EMP2491,Absent
11/29/2031,EMP2492,Present
11/30/2031,EMP2493,Present
12/1/2031,EMP2494,Present
12/2/2031,EMP2495,Present
12/3/2031,EMP2496,Present
12/4/2031,EMP2497,Present
12/5/2031,EMP2498,Present
12/6/2031,EMP2499,Present
12/7/2031,EMP2500,Present
12/8/2031,EMP2501,Present
12/9/2031,EMP2502,Present
12/10/2031,EMP2503,Present
12/11/2031,EMP2504,Present
12/12/2031,EMP2505,Present
12/13/2031,EMP2506,Present
12/14/2031,EMP2507,Absent
12/15/2031,EMP2508,Present
12/16/2031,EMP2509,Present
12/17/2031,EMP2510,Present
12/18/2031,EMP2511,Present
12/19/2031,EMP2512,Present
12/20/2031,EMP2513,Absent
12/21/2031,EMP2514,Absent
12/22/2031,EMP2515,Present
12/23/2031,EMP2516,Present
12/24/2031,EMP2517,Present
12/25/2031,EMP2518,Present
12/26/2031,EMP2519,Present
12/27/2031,EMP2520,Present
12/28/2031,EMP2521,Present
12/29/2031,EMP2522,Present
12/30/2031,EMP2523,Present
12/31/2031,EMP2524,Present
1/1/2032,EMP2525,Present
1/2/2032,EMP2526,Present
1/3/2032,EMP2527,Present
1/4/2032,EMP2528,Present
1/5/2032,EMP2529,Present
1/6/2032,EMP2530,Present
1/7/2032,EMP2531,Present
1/8/2032,EMP2532,Present
1/9/2032,EMP2533,Present
1/10/2032,EMP2534,Present
1/11/2032,EMP2535,Present
1/12/2032,EMP2536,Present
1/13/2032,EMP2537,Present
1/14/2032,EMP2538,Present
1/15/2032,EMP2539,Present
1/16/2032,EMP2540,Present
1/17/2032,EMP2541,Absent
1/18/2032,EMP2542,Absent
1/19/2032,EMP2543,Present
1/20/2032,EMP2544,Present
1/21/2032,EMP2545,Present
1/22/2032,EMP2546,Present
1/23/2032,EMP2547,Present
1/24/2032,EMP2548,Present
1/25/2032,EMP2549,Present
1/26/2032,EMP2550,Present
1/27/2032,EMP2551,Present
1/28/2032,EMP2552,Present
1/29/2032,EMP2553,Present
1/30/2032,EMP2554,Present
1/31/2032,EMP2555,Present
2/1/2032,EMP2556,Present
2/2/2032,EMP2557,Present
2/3/2032,EMP2558,Present
2/4/2032,EMP2559,Present
2/5/2032,EMP2560,Present
2/6/2032,EMP2561,Present
2/7/2032,EMP2562,Present
2/8/2032,EMP2563,Absent
2/9/2032,EMP2564,Absent
2/10/2032,EMP2565,Present
2/11/2032,EMP2566,Present
2/12/2032,EMP2567,Present
2/13/2032,EMP2568,Absent
2/14/2032,EMP2569,Present
2/15/2032,EMP2570,Present
2/16/2032,EMP2571,Absent
2/17/2032,EMP2572,Present
2/18/2032,EMP2573,Present
2/19/2032,EMP2574,Present
2/20/2032,EMP2575,Present
2/21/2032,EMP2576,Absent
2/22/2032,EMP2577,Present
2/23/2032,EMP2578,Present
2/24/2032,EMP2579,Present
2/25/2032,EMP2580,Absent
2/26/2032,EMP2581,Present
2/27/2032,EMP2582,Present
2/28/2032,EMP2583,Present
2/29/2032,EMP2584,Present
3/1/2032,EMP2585,Present
3/2/2032,EMP2586,Present
3/3/2032,EMP2587,Present
3/4/2032,EMP2588,Present
3/5/2032,EMP2589,Present
3/6/2032,EMP2590,Present
3/7/2032,EMP2591,Present
3/8/2032,EMP2592,Present
3/9/2032,EMP2593,Present
3/10/2032,EMP2594,Absent
3/11/2032,EMP2595,Present
3/12/2032,EMP2596,Present
3/13/2032,EMP2597,Present
3/14/2032,EMP2598,Present
3/15/2032,EMP2599,Absent
3/16/2032,EMP2600,Present
3/17/2032,EMP2601,Present
3/18/2032,EMP2602,Present
3/19/2032,EMP2603,Present
3/20/2032,EMP2604,Present
3/21/2032,EMP2605,Present
3/22/2032,EMP2606,Absent
3/23/2032,EMP2607,Present
3/24/2032,EMP2608,Present
3/25/2032,EMP2609,Present
3/26/2032,EMP2610,Present
3/27/2032,EMP2611,Present
3/28/2032,EMP2612,Absent
3/29/2032,EMP2613,Absent
3/30/2032,EMP2614,Absent
3/31/2032,EMP2615,Present
4/1/2032,EMP2616,Present
4/2/2032,EMP2617,Present
4/3/2032,EMP2618,Present
4/4/2032,EMP2619,Present
4/5/2032,EMP2620,Present
4/6/2032,EMP2621,Present
4/7/2032,EMP2622,Present
4/8/2032,EMP2623,Present
4/9/2032,EMP2624,Present
4/10/2032,EMP2625,Present
4/11/2032,EMP2626,Present
4/12/2032,EMP2627,Present
4/13/2032,EMP2628,Present
4/14/2032,EMP2629,Present
4/15/2032,EMP2630,Present
4/16/2032,EMP2631,Present
4/17/2032,EMP2632,Present
4/18/2032,EMP2633,Present
4/19/2032,EMP2634,Present
4/20/2032,EMP2635,Present
4/21/2032,EMP2636,Present
4/22/2032,EMP2637,Present
4/23/2032,EMP2638,Present
4/24/2032,EMP2639,Present
4/25/2032,EMP2640,Present
4/26/2032,EMP2641,Present
4/27/2032,EMP2642,Present
4/28/2032,EMP2643,Absent
4/29/2032,EMP2644,Present
4/30/2032,EMP2645,Present
5/1/2032,EMP2646,Present
5/2/2032,EMP2647,Present
5/3/2032,EMP2648,Present
5/4/2032,EMP2649,Present
5/5/2032,EMP2650,Absent
5/6/2032,EMP2651,Present
5/7/2032,EMP2652,Present
5/8/2032,EMP2653,Present
5/9/2032,EMP2654,Present
5/10/2032,EMP2655,Present
5/11/2032,EMP2656,Present
5/12/2032,EMP2657,Present
5/13/2032,EMP2658,Present
5/14/2032,EMP2659,Present
5/15/2032,EMP2660,Present
5/16/2032,EMP2661,Present
5/17/2032,EMP2662,Present
5/18/2032,EMP2663,Absent
5/19/2032,EMP2664,Present
5/20/2032,EMP2665,Absent
5/21/2032,EMP2666,Present
5/22/2032,EMP2667,Present
5/23/2032,EMP2668,Present
5/24/2032,EMP2669,Present
5/25/2032,EMP2670,Present
5/26/2032,EMP2671,Absent
5/27/2032,EMP2672,Present
5/28/2032,EMP2673,Absent
5/29/2032,EMP2674,Present
5/30/2032,EMP2675,Present
5/31/2032,EMP2676,Present
6/1/2032,EMP2677,Absent
6/2/2032,EMP2678,Present
6/3/2032,EMP2679,Present
6/4/2032,EMP2680,Present
6/5/2032,EMP2681,Present
6/6/2032,EMP2682,Present
6/7/2032,EMP2683,Absent
6/8/2032,EMP2684,Present
6/9/2032,EMP2685,Present
6/10/2032,EMP2686,Present
6/11/2032,EMP2687,Present
6/12/2032,EMP2688,Present
6/13/2032,EMP2689,Present
6/14/2032,EMP2690,Present
6/15/2032,EMP2691,Present
6/16/2032,EMP2692,Present
6/17/2032,EMP2693,Present
6/18/2032,EMP2694,Present
6/19/2032,EMP2695,Present
6/20/2032,EMP2696,Present
6/21/2032,EMP2697,Present
6/22/2032,EMP2698,Present
6/23/2032,EMP2699,Present
6/24/2032,EMP2700,Absent
6/25/2032,EMP2701,Absent
6/26/2032,EMP2702,Present
6/27/2032,EMP2703,Present
6/28/2032,EMP2704,Present
6/29/2032,EMP2705,Present
6/30/2032,EMP2706,Present
7/1/2032,EMP2707,Present
7/2/2032,EMP2708,Present
7/3/2032,EMP2709,Absent
7/4/2032,EMP2710,Present
7/5/2032,EMP2711,Present
7/6/2032,EMP2712,Present
7/7/2032,EMP2713,Present
7/8/2032,EMP2714,Present
7/9/2032,EMP2715,Present
7/10/2032,EMP2716,Present
7/11/2032,EMP2717,Present
7/12/2032,EMP2718,Present
7/13/2032,EMP2719,Present
7/14/2032,EMP2720,Absent
7/15/2032,EMP2721,Present
7/16/2032,EMP2722,Present
7/17/2032,EMP2723,Absent
7/18/2032,EMP2724,Present
7/19/2032,EMP2725,Present
7/20/2032,EMP2726,Present
7/21/2032,EMP2727,Present
7/22/2032,EMP2728,Present
7/23/2032,EMP2729,Present
7/24/2032,EMP2730,Present
7/25/2032,EMP2731,Present
7/26/2032,EMP2732,Present
7/27/2032,EMP2733,Present
7/28/2032,EMP2734,Present
7/29/2032,EMP2735,Present
7/30/2032,EMP2736,Present
7/31/2032,EMP2737,Present
8/1/2032,EMP2738,Present
8/2/2032,EMP2739,Present
8/3/2032,EMP2740,Present
8/4/2032,EMP2741,Present
8/5/2032,EMP2742,Present
8/6/2032,EMP2743,Present
8/7/2032,EMP2744,Present
8/8/2032,EMP2745,Present
8/9/2032,EMP2746,Present
8/10/2032,EMP2747,Present
8/11/2032,EMP2748,Present
8/12/2032,EMP2749,Present
8/13/2032,EMP2750,Present
8/14/2032,EMP2751,Present
8/15/2032,EMP2752,Present
8/16/2032,EMP2753,Present
8/17/2032,EMP2754,Absent
8/18/2032,EMP2755,Present
8/19/2032,EMP2756,Present
8/20/2032,EMP2757,Present
8/21/2032,EMP2758,Present
8/22/2032,EMP2759,Present
8/23/2032,EMP2760,Present
8/24/2032,EMP2761,Present
8/25/2032,EMP2762,Present
8/26/2032,EMP2763,Present
8/27/2032,EMP2764,Absent
8/28/2032,EMP2765,Present
8/29/2032,EMP2766,Absent
8/30/2032,EMP2767,Present
8/31/2032,EMP2768,Present
9/1/2032,EMP2769,Present
9/2/2032,EMP2770,Present
9/3/2032,EMP2771,Present
9/4/2032,EMP2772,Present
9/5/2032,EMP2773,Absent
9/6/2032,EMP2774,Present
9/7/2032,EMP2775,Absent
9/8/2032,EMP2776,Present
9/9/2032,EMP2777,Present
9/10/2032,EMP2778,Present
9/11/2032,EMP2779,Present
9/12/2032,EMP2780,Absent
9/13/2032,EMP2781,Present
9/14/2032,EMP2782,Present
9/15/2032,EMP2783,Present
9/16/2032,EMP2784,Present
9/17/2032,EMP2785,Present
9/18/2032,EMP2786,Absent
9/19/2032,EMP2787,Present
9/20/2032,EMP2788,Present
9/21/2032,EMP2789,Present
9/22/2032,EMP2790,Present
9/23/2032,EMP2791,Present
9/24/2032,EMP2792,Present
9/25/2032,EMP2793,Present
9/26/2032,EMP2794,Present
9/27/2032,EMP2795,Present
9/28/2032,EMP2796,Present
9/29/2032,EMP2797,Present
9/30/2032,EMP2798,Present
10/1/2032,EMP2799,Present
10/2/2032,EMP2800,Present
10/3/2032,EMP2801,Present
10/4/2032,EMP2802,Present
10/5/2032,EMP2803,Present
10/6/2032,EMP2804,Present
10/7/2032,EMP2805,Absent
10/8/2032,EMP2806,Present
10/9/2032,EMP2807,Present
10/10/2032,EMP2808,Present
10/11/2032,EMP2809,Present
10/12/2032,EMP2810,Absent
10/13/2032,EMP2811,Present
10/14/2032,EMP2812,Present
10/15/2032,EMP2813,Present
10/16/2032,EMP2814,Present
10/17/2032,EMP2815,Present
10/18/2032,EMP2816,Present
10/19/2032,EMP2817,Present
10/20/2032,EMP2818,Absent
10/21/2032,EMP2819,Present
10/22/2032,EMP2820,Present
10/23/2032,EMP2821,Present
10/24/2032,EMP2822,Present
10/25/2032,EMP2823,Present
10/26/2032,EMP2824,Present
10/27/2032,EMP2825,Present
10/28/2032,EMP2826,Present
10/29/2032,EMP2827,Present
10/30/2032,EMP2828,Present
10/31/2032,EMP2829,Present
11/1/2032,EMP2830,Present
11/2/2032,EMP2831,Present
11/3/2032,EMP2832,Present
11/4/2032,EMP2833,Present
11/5/2032,EMP2834,Present
11/6/2032,EMP2835,Present
11/7/2032,EMP2836,Present
11/8/2032,EMP2837,Present
11/9/2032,EMP2838,Present
11/10/2032,EMP2839,Present
11/11/2032,EMP2840,Present
11/12/2032,EMP2841,Present
11/13/2032,EMP2842,Present
11/14/2032,EMP2843,Absent
11/15/2032,EMP2844,Present
11/16/2032,EMP2845,Present
11/17/2032,EMP2846,Present
11/18/2032,EMP2847,Present
11/19/2032,EMP2848,Present
11/20/2032,EMP2849,Present
11/21/2032,EMP2850,Present
11/22/2032,EMP2851,Present
11/23/2032,EMP2852,Present
11/24/2032,EMP2853,Present
11/25/2032,EMP2854,Absent
11/26/2032,EMP2855,Present
11/27/2032,EMP2856,Present
11/28/2032,EMP2857,Present
11/29/2032,EMP2858,Present
11/30/2032,EMP2859,Present
12/1/2032,EMP2860,Present
12/2/2032,EMP2861,Present
12/3/2032,EMP2862,Present
12/4/2032,EMP2863,Present
12/5/2032,EMP2864,Present
12/6/2032,EMP2865,Present
12/7/2032,EMP2866,Present
12/8/2032,EMP2867,Present
12/9/2032,EMP2868,Present
12/10/2032,EMP2869,Absent
12/11/2032,EMP2870,Present
12/12/2032,EMP2871,Present
12/13/2032,EMP2872,Present
12/14/2032,EMP2873,Present
12/15/2032,EMP2874,Present
12/16/2032,EMP2875,Present
12/17/2032,EMP2876,Present
12/18/2032,EMP2877,Present
12/19/2032,EMP2878,Present
12/20/2032,EMP2879,Absent
12/21/2032,EMP2880,Present
12/22/2032,EMP2881,Present
12/23/2032,EMP2882,Present
12/24/2032,EMP2883,Present
12/25/2032,EMP2884,Present
12/26/2032,EMP2885,Present
12/27/2032,EMP2886,Present
12/28/2032,EMP2887,Present
12/29/2032,EMP2888,Present
12/30/2032,EMP2889,Present
12/31/2032,EMP2890,Present
1/1/2033,EMP2891,Present
1/2/2033,EMP2892,Present
1/3/2033,EMP2893,Present
1/4/2033,EMP2894,Present
1/5/2033,EMP2895,Present
1/6/2033,EMP2896,Present
1/7/2033,EMP2897,Present
1/8/2033,EMP2898,Present
1/9/2033,EMP2899,Present
1/10/2033,EMP2900,Present
1/11/2033,EMP2901,Present
1/12/2033,EMP2902,Present
1/13/2033,EMP2903,Absent
1/14/2033,EMP2904,Absent
1/15/2033,EMP2905,Present
1/16/2033,EMP2906,Present
1/17/2033,EMP2907,Absent
1/18/2033,EMP2908,Absent
1/19/2033,EMP2909,Present
1/20/2033,EMP2910,Present
1/21/2033,EMP2911,Present
1/22/2033,EMP2912,Absent
1/23/2033,EMP2913,Present
1/24/2033,EMP2914,Present
1/25/2033,EMP2915,Present
1/26/2033,EMP2916,Present
1/27/2033,EMP2917,Present
1/28/2033,EMP2918,Present
1/29/2033,EMP2919,Present
1/30/2033,EMP2920,Present
1/31/2033,EMP2921,Present
2/1/2033,EMP2922,Present
2/2/2033,EMP2923,Present
2/3/2033,EMP2924,Present
2/4/2033,EMP2925,Present
2/5/2033,EMP2926,Absent
2/6/2033,EMP2927,Present
2/7/2033,EMP2928,Absent
2/8/2033,EMP2929,Present
2/9/2033,EMP2930,Present
2/10/2033,EMP2931,Absent
2/11/2033,EMP2932,Present
2/12/2033,EMP2933,Present
2/13/2033,EMP2934,Present
2/14/2033,EMP2935,Absent
2/15/2033,EMP2936,Present
2/16/2033,EMP2937,Present
2/17/2033,EMP2938,Present
2/18/2033,EMP2939,Present
2/19/2033,EMP2940,Present
2/20/2033,EMP2941,Present
2/21/2033,EMP2942,Absent
2/22/2033,EMP2943,Absent
2/23/2033,EMP2944,Present
2/24/2033,EMP2945,Present
2/25/2033,EMP2946,Present
2/26/2033,EMP2947,Present
2/27/2033,EMP2948,Present
2/28/2033,EMP2949,Present
3/1/2033,EMP2950,Present
3/2/2033,EMP2951,Present
3/3/2033,EMP2952,Present
3/4/2033,EMP2953,Present
3/5/2033,EMP2954,Present
3/6/2033,EMP2955,Present
3/7/2033,EMP2956,Present
3/8/2033,EMP2957,Present
3/9/2033,EMP2958,Present
3/10/2033,EMP2959,Absent
3/11/2033,EMP2960,Present
3/12/2033,EMP2961,Present
3/13/2033,EMP2962,Present
3/14/2033,EMP2963,Absent
3/15/2033,EMP2964,Present
3/16/2033,EMP2965,Present
3/17/2033,EMP2966,Present
3/18/2033,EMP2967,Present
3/19/2033,EMP2968,Present
3/20/2033,EMP2969,Absent
3/21/2033,EMP2970,Absent
3/22/2033,EMP2971,Present
3/23/2033,EMP2972,Present
3/24/2033,EMP2973,Present
3/25/2033,EMP2974,Present
3/26/2033,EMP2975,Present
3/27/2033,EMP2976,Present
3/28/2033,EMP2977,Absent
3/29/2033,EMP2978,Present
3/30/2033,EMP2979,Absent
3/31/2033,EMP2980,Absent
4/1/2033,EMP2981,Present
4/2/2033,EMP2982,Present
4/3/2033,EMP2983,Present
4/4/2033,EMP2984,Present
4/5/2033,EMP2985,Present
4/6/2033,EMP2986,Present
4/7/2033,EMP2987,Present
4/8/2033,EMP2988,Present
4/9/2033,EMP2989,Present
4/10/2033,EMP2990,Present
4/11/2033,EMP2991,Present
4/12/2033,EMP2992,Present
4/13/2033,EMP2993,Present
4/14/2033,EMP2994,Present
4/15/2033,EMP2995,Present
4/16/2033,EMP2996,Present
4/17/2033,EMP2997,Present
4/18/2033,EMP2998,Present
4/19/2033,EMP2999,Present
4/20/2033,EMP3000,Present
4/21/2033,EMP3001,Present
4/22/2033,EMP3002,Present
4/23/2033,EMP3003,Present
4/24/2033,EMP3004,Absent
4/25/2033,EMP3005,Present
4/26/2033,EMP3006,Present
4/27/2033,EMP3007,Absent
4/28/2033,EMP3008,Present
4/29/2033,EMP3009,Absent
4/30/2033,EMP3010,Present
5/1/2033,EMP3011,Present
5/2/2033,EMP3012,Absent
5/3/2033,EMP3013,Present
5/4/2033,EMP3014,Present
5/5/2033,EMP3015,Present
5/6/2033,EMP3016,Present
5/7/2033,EMP3017,Present
5/8/2033,EMP3018,Present
5/9/2033,EMP3019,Present
5/10/2033,EMP3020,Present
5/11/2033,EMP3021,Absent
5/12/2033,EMP3022,Present
5/13/2033,EMP3023,Present
5/14/2033,EMP3024,Present
5/15/2033,EMP3025,Present
5/16/2033,EMP3026,Present
5/17/2033,EMP3027,Present
5/18/2033,EMP3028,Absent
5/19/2033,EMP3029,Absent
5/20/2033,EMP3030,Present
5/21/2033,EMP3031,Absent
5/22/2033,EMP3032,Present
5/23/2033,EMP3033,Present
5/24/2033,EMP3034,Absent
5/25/2033,EMP3035,Present
5/26/2033,EMP3036,Present
5/27/2033,EMP3037,Present
5/28/2033,EMP3038,Present
5/29/2033,EMP3039,Absent
5/30/2033,EMP3040,Present
5/31/2033,EMP3041,Present
6/1/2033,EMP3042,Present
6/2/2033,EMP3043,Present
6/3/2033,EMP3044,Present
6/4/2033,EMP3045,Present
6/5/2033,EMP3046,Present
6/6/2033,EMP3047,Present
6/7/2033,EMP3048,Present
6/8/2033,EMP3049,Present
6/9/2033,EMP3050,Present
6/10/2033,EMP3051,Present
6/11/2033,EMP3052,Present
6/12/2033,EMP3053,Present
6/13/2033,EMP3054,Present
6/14/2033,EMP3055,Absent
6/15/2033,EMP3056,Present
6/16/2033,EMP3057,Present
6/17/2033,EMP3058,Present
6/18/2033,EMP3059,Present
6/19/2033,EMP3060,Present
6/20/2033,EMP3061,Present
6/21/2033,EMP3062,Absent
6/22/2033,EMP3063,Present
6/23/2033,EMP3064,Present
6/24/2033,EMP3065,Present
6/25/2033,EMP3066,Present
6/26/2033,EMP3067,Present
6/27/2033,EMP3068,Present
6/28/2033,EMP3069,Present
6/29/2033,EMP3070,Present
6/30/2033,EMP3071,Absent
7/1/2033,EMP3072,Present
7/2/2033,EMP3073,Present
7/3/2033,EMP3074,Present
7/4/2033,EMP3075,Absent
7/5/2033,EMP3076,Present
7/6/2033,EMP3077,Present
7/7/2033,EMP3078,Present
7/8/2033,EMP3079,Present
7/9/2033,EMP3080,Present
7/10/2033,EMP3081,Absent
7/11/2033,EMP3082,Present
7/12/2033,EMP3083,Present
7/13/2033,EMP3084,Present
7/14/2033,EMP3085,Present
7/15/2033,EMP3086,Present
7/16/2033,EMP3087,Present
7/17/2033,EMP3088,Present
7/18/2033,EMP3089,Present
7/19/2033,EMP3090,Absent
7/20/2033,EMP3091,Present
7/21/2033,EMP3092,Present
7/22/2033,EMP3093,Present
7/23/2033,EMP3094,Present
7/24/2033,EMP3095,Present
7/25/2033,EMP3096,Absent
7/26/2033,EMP3097,Present
7/27/2033,EMP3098,Present
7/28/2033,EMP3099,Present
7/29/2033,EMP3100,Present
7/30/2033,EMP3101,Present
7/31/2033,EMP3102,Present
8/1/2033,EMP3103,Present
8/2/2033,EMP3104,Present
8/3/2033,EMP3105,Absent
8/4/2033,EMP3106,Present
8/5/2033,EMP3107,Absent
8/6/2033,EMP3108,Present
8/7/2033,EMP3109,Present
8/8/2033,EMP3110,Absent
8/9/2033,EMP3111,Absent
8/10/2033,EMP3112,Present
8/11/2033,EMP3113,Present
8/12/2033,EMP3114,Present
8/13/2033,EMP3115,Present
8/14/2033,EMP3116,Present
8/15/2033,EMP3117,Present
8/16/2033,EMP3118,Present
8/17/2033,EMP3119,Absent
8/18/2033,EMP3120,Present
8/19/2033,EMP3121,Present
8/20/2033,EMP3122,Present
8/21/2033,EMP3123,Present
8/22/2033,EMP3124,Absent
8/23/2033,EMP3125,Present
8/24/2033,EMP3126,Present
8/25/2033,EMP3127,Present
8/26/2033,EMP3128,Present
8/27/2033,EMP3129,Present
8/28/2033,EMP3130,Present
8/29/2033,EMP3131,Present
8/30/2033,EMP3132,Present
8/31/2033,EMP3133,Present
9/1/2033,EMP3134,Present
9/2/2033,EMP3135,Absent
9/3/2033,EMP3136,Present
9/4/2033,EMP3137,Present
9/5/2033,EMP3138,Present
9/6/2033,EMP3139,Present
9/7/2033,EMP3140,Present
9/8/2033,EMP3141,Present
9/9/2033,EMP3142,Present
9/10/2033,EMP3143,Present
9/11/2033,EMP3144,Present
9/12/2033,EMP3145,Present
9/13/2033,EMP3146,Present
9/14/2033,EMP3147,Present
9/15/2033,EMP3148,Present
9/16/2033,EMP3149,Present
9/17/2033,EMP3150,Present
9/18/2033,EMP3151,Present
9/19/2033,EMP3152,Present
9/20/2033,EMP3153,Present
9/21/2033,EMP3154,Present
9/22/2033,EMP3155,Present
9/23/2033,EMP3156,Present
9/24/2033,EMP3157,Present
9/25/2033,EMP3158,Present
9/26/2033,EMP3159,Present
9/27/2033,EMP3160,Present
9/28/2033,EMP3161,Absent
9/29/2033,EMP3162,Present
9/30/2033,EMP3163,Present
10/1/2033,EMP3164,Present
10/2/2033,EMP3165,Present
10/3/2033,EMP3166,Present
10/4/2033,EMP3167,Absent
10/5/2033,EMP3168,Present
10/6/2033,EMP3169,Absent
10/7/2033,EMP3170,Present
10/8/2033,EMP3171,Absent
10/9/2033,EMP3172,Present
10/10/2033,EMP3173,Absent
10/11/2033,EMP3174,Present
10/12/2033,EMP3175,Absent
10/13/2033,EMP3176,Present
10/14/2033,EMP3177,Present
10/15/2033,EMP3178,Present
10/16/2033,EMP3179,Present
10/17/2033,EMP3180,Absent
10/18/2033,EMP3181,Present
10/19/2033,EMP3182,Present
10/20/2033,EMP3183,Absent
10/21/2033,EMP3184,Present
10/22/2033,EMP3185,Present
10/23/2033,EMP3186,Present
10/24/2033,EMP3187,Present
10/25/2033,EMP3188,Present
10/26/2033,EMP3189,Present
10/27/2033,EMP3190,Present
10/28/2033,EMP3191,Absent
10/29/2033,EMP3192,Present
10/30/2033,EMP3193,Present
10/31/2033,EMP3194,Present
11/1/2033,EMP3195,Present
11/2/2033,EMP3196,Present
11/3/2033,EMP3197,Present
11/4/2033,EMP3198,Present
11/5/2033,EMP3199,Present
11/6/2033,EMP3200,Present
11/7/2033,EMP3201,Present
11/8/2033,EMP3202,Present
11/9/2033,EMP3203,Present
11/10/2033,EMP3204,Present
11/11/2033,EMP3205,Present
11/12/2033,EMP3206,Present
11/13/2033,EMP3207,Present
11/14/2033,EMP3208,Present
11/15/2033,EMP3209,Present
11/16/2033,EMP3210,Present
11/17/2033,EMP3211,Present
11/18/2033,EMP3212,Absent
11/19/2033,EMP3213,Present
11/20/2033,EMP3214,Present
11/21/2033,EMP3215,Present
11/22/2033,EMP3216,Present
11/23/2033,EMP3217,Present
11/24/2033,EMP3218,Present
11/25/2033,EMP3219,Absent
11/26/2033,EMP3220,Present
11/27/2033,EMP3221,Present
11/28/2033,EMP3222,Present
11/29/2033,EMP3223,Present
11/30/2033,EMP3224,Present
12/1/2033,EMP3225,Present
12/2/2033,EMP3226,Present
12/3/2033,EMP3227,Present
12/4/2033,EMP3228,Absent
12/5/2033,EMP3229,Present
12/6/2033,EMP3230,Present
12/7/2033,EMP3231,Present
12/8/2033,EMP3232,Present
12/9/2033,EMP3233,Present
12/10/2033,EMP3234,Present
12/11/2033,EMP3235,Present
12/12/2033,EMP3236,Present
12/13/2033,EMP3237,Present
12/14/2033,EMP3238,Present
12/15/2033,EMP3239,Present
12/16/2033,EMP3240,Present
12/17/2033,EMP3241,Present
12/18/2033,EMP3242,Present
12/19/2033,EMP3243,Present
12/20/2033,EMP3244,Present
12/21/2033,EMP3245,Present
12/22/2033,EMP3246,Present
12/23/2033,EMP3247,Present
12/24/2033,EMP3248,Present
12/25/2033,EMP3249,Absent
12/26/2033,EMP3250,Present
12/27/2033,EMP3251,Present
12/28/2033,EMP3252,Absent
12/29/2033,EMP3253,Absent
12/30/2033,EMP3254,Present
12/31/2033,EMP3255,Present
1/1/2034,EMP3256,Present
1/2/2034,EMP3257,Absent
1/3/2034,EMP3258,Present
1/4/2034,EMP3259,Absent
1/5/2034,EMP3260,Present
1/6/2034,EMP3261,Absent
1/7/2034,EMP3262,Absent
1/8/2034,EMP3263,Absent
1/9/2034,EMP3264,Present
1/10/2034,EMP3265,Present
1/11/2034,EMP3266,Present
1/12/2034,EMP3267,Present
1/13/2034,EMP3268,Present
1/14/2034,EMP3269,Present
1/15/2034,EMP3270,Absent
1/16/2034,EMP3271,Present
1/17/2034,EMP3272,Present
1/18/2034,EMP3273,Present
1/19/2034,EMP3274,Present
1/20/2034,EMP3275,Present
1/21/2034,EMP3276,Present
1/22/2034,EMP3277,Absent
1/23/2034,EMP3278,Present
1/24/2034,EMP3279,Present
1/25/2034,EMP3280,Present
1/26/2034,EMP3281,Absent
1/27/2034,EMP3282,Present
1/28/2034,EMP3283,Present
1/29/2034,EMP3284,Present
1/30/2034,EMP3285,Absent
1/31/2034,EMP3286,Present
2/1/2034,EMP3287,Present
2/2/2034,EMP3288,Present
2/3/2034,EMP3289,Present
2/4/2034,EMP3290,Present
2/5/2034,EMP3291,Absent
2/6/2034,EMP3292,Present
2/7/2034,EMP3293,Absent
2/8/2034,EMP3294,Present
2/9/2034,EMP3295,Present
2/10/2034,EMP3296,Present
2/11/2034,EMP3297,Absent
2/12/2034,EMP3298,Present
2/13/2034,EMP3299,Present
2/14/2034,EMP3300,Present
2/15/2034,EMP3301,Absent
2/16/2034,EMP3302,Absent
2/17/2034,EMP3303,Present
2/18/2034,EMP3304,Present
2/19/2034,EMP3305,Present
2/20/2034,EMP3306,Present
2/21/2034,EMP3307,Present
2/22/2034,EMP3308,Present
2/23/2034,EMP3309,Present
2/24/2034,EMP3310,Present
2/25/2034,EMP3311,Present
2/26/2034,EMP3312,Present
2/27/2034,EMP3313,Absent
2/28/2034,EMP3314,Absent
3/1/2034,EMP3315,Present
3/2/2034,EMP3316,Present
3/3/2034,EMP3317,Present
3/4/2034,EMP3318,Present
3/5/2034,EMP3319,Present
